"No.","Time","Source","Destination","Protocol","Length","Info","TLS server name","Flags"
"59","2.233320","142.250.180.163","10.9.14.244","TCP","1434","443  >  62466 [PSH, ACK] Seq=1381 Ack=1772 Win=268288 Len=1380 [TCP PDU reassembled in 62]","","0x018"
"60","2.233320","142.250.180.163","10.9.14.244","TCP","1434","443  >  62466 [ACK] Seq=2761 Ack=1772 Win=268288 Len=1380 [TCP PDU reassembled in 62]","","0x010"
"61","2.233320","142.250.180.163","10.9.14.244","TCP","1434","443  >  62466 [PSH, ACK] Seq=4141 Ack=1772 Win=268288 Len=1380 [TCP PDU reassembled in 62]","","0x018"
"62","2.233320","142.250.180.163","10.9.14.244","TLSv1.3","294","Application Data","","0x018"
"63","2.233442","10.9.14.244","142.250.180.163","TCP","54","62466  >  443 [ACK] Seq=1772 Ack=5761 Win=65280 Len=0","","0x010"
"64","2.261919","10.9.14.244","142.250.180.163","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"65","2.262376","10.9.14.244","142.250.180.163","TLSv1.3","146","Application Data","","0x018"
"66","2.262752","10.9.14.244","142.250.180.163","TLSv1.3","402","Application Data","","0x018"
"67","2.276446","52.182.143.212","10.9.14.244","TLSv1.2","104","Application Data","","0x018"
"68","2.276446","52.182.143.212","10.9.14.244","TCP","66","443  >  62465 [ACK] Seq=4685 Ack=1565 Win=4195584 Len=0 TSval=722119803 TSecr=145625672","","0x010"
"69","2.276446","52.182.143.212","10.9.14.244","TCP","66","443  >  62465 [ACK] Seq=4685 Ack=1603 Win=4195584 Len=0 TSval=722119803 TSecr=145625672","","0x010"
"70","2.276554","10.9.14.244","52.182.143.212","TCP","1434","62465  >  443 [ACK] Seq=2971 Ack=4685 Win=7424 Len=1368 TSval=145625858 TSecr=722119800 [TCP PDU reassembled in 73]","","0x010"
"71","2.279970","52.182.143.212","10.9.14.244","TCP","66","443  >  62465 [ACK] Seq=4685 Ack=2971 Win=4195584 Len=0 TSval=722119805 TSecr=145625675","","0x010"
"72","2.280024","10.9.14.244","52.182.143.212","TCP","1434","62465  >  443 [ACK] Seq=4339 Ack=4685 Win=7424 Len=1368 TSval=145625861 TSecr=722119805 [TCP PDU reassembled in 73]","","0x010"
"73","2.280024","10.9.14.244","52.182.143.212","TLSv1.2","1434","Application Data","","0x018"
"74","2.317696","142.250.180.163","10.9.14.244","TLSv1.3","1042","Application Data, Application Data","","0x018"
"75","2.317696","142.250.180.163","10.9.14.244","TLSv1.3","85","Application Data","","0x018"
"76","2.317783","10.9.14.244","142.250.180.163","TCP","54","62466  >  443 [ACK] Seq=2286 Ack=6780 Win=64512 Len=0","","0x010"
"77","2.318096","10.9.14.244","142.250.180.163","TLSv1.3","85","Application Data","","0x018"
"78","2.335732","142.250.180.163","10.9.14.244","TLSv1.3","487","Application Data","","0x018"
"79","2.335732","142.250.180.163","10.9.14.244","TLSv1.3","85","Application Data","","0x018"
"80","2.335732","142.250.180.163","10.9.14.244","TLSv1.3","93","Application Data","","0x018"
"81","2.335803","10.9.14.244","142.250.180.163","TCP","54","62466  >  443 [ACK] Seq=2317 Ack=7283 Win=65280 Len=0","","0x010"
"82","2.336774","10.9.14.244","142.250.180.163","TLSv1.3","93","Application Data","","0x018"
"83","2.348664","10.9.14.244","142.250.180.163","TCP","54","62466  >  443 [FIN, ACK] Seq=2356 Ack=7283 Win=65280 Len=0","","0x011"
"84","2.375847","142.250.180.163","10.9.14.244","TCP","56","443  >  62466 [ACK] Seq=7283 Ack=2317 Win=267776 Len=0","","0x010"
"85","2.389707","142.250.180.163","10.9.14.244","TCP","56","443  >  62466 [ACK] Seq=7283 Ack=2356 Win=267776 Len=0","","0x010"
"86","2.402456","142.250.180.163","10.9.14.244","TCP","56","443  >  62466 [FIN, ACK] Seq=7283 Ack=2357 Win=267776 Len=0","","0x011"
"87","2.402665","10.9.14.244","142.250.180.163","TCP","54","62466  >  443 [ACK] Seq=2357 Ack=7284 Win=65280 Len=0","","0x010"
"88","2.441552","10.9.14.244","216.58.205.36","TCP","66","62467  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"89","2.441899","10.9.14.244","216.58.205.36","TCP","66","62468  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"90","2.467800","52.182.143.212","10.9.14.244","TCP","66","443  >  62465 [ACK] Seq=4685 Ack=5707 Win=4195584 Len=0 TSval=722119994 TSecr=145625858","","0x010"
"91","2.467860","10.9.14.244","52.182.143.212","TLSv1.2","930","Application Data","","0x018"
"92","2.469193","10.9.14.244","74.125.133.84","TCP","66","62469  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"93","2.499628","216.58.205.36","10.9.14.244","TCP","66","443  >  62467 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256","","0x012"
"94","2.499628","216.58.205.36","10.9.14.244","TCP","66","443  >  62468 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256","","0x012"
"95","2.499744","10.9.14.244","216.58.205.36","TCP","54","62467  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"96","2.499775","10.9.14.244","216.58.205.36","TCP","54","62468  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"97","2.500256","10.9.14.244","216.58.205.36","TCP","1434","62467  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1380 [TCP PDU reassembled in 98]","","0x010"
"98","2.500256","10.9.14.244","216.58.205.36","TLSv1.3","398","Client Hello (SNI=www.google.com)","www.google.com","0x018"
"99","2.500795","10.9.14.244","216.58.205.36","TCP","1434","62468  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1380 [TCP PDU reassembled in 100]","","0x010"
"100","2.500795","10.9.14.244","216.58.205.36","TLSv1.3","462","Client Hello (SNI=www.google.com)","www.google.com","0x018"
"101","2.508584","52.182.143.212","10.9.14.244","TCP","66","443  >  62465 [ACK] Seq=4685 Ack=7075 Win=4195584 Len=0 TSval=722120034 TSecr=145625861","","0x010"
"102","2.539760","74.125.133.84","10.9.14.244","TCP","66","443  >  62469 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256","","0x012"
"103","2.539930","10.9.14.244","74.125.133.84","TCP","54","62469  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"104","2.540417","10.9.14.244","74.125.133.84","TCP","1434","62469  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1380 [TCP PDU reassembled in 105]","","0x010"
"105","2.540417","10.9.14.244","74.125.133.84","TLSv1.3","499","Client Hello (SNI=accounts.google.com)","accounts.google.com","0x018"
"106","2.554112","216.58.205.36","10.9.14.244","TCP","56","443  >  62467 [ACK] Seq=1 Ack=1381 Win=268544 Len=0","","0x010"
"107","2.554112","216.58.205.36","10.9.14.244","TCP","56","443  >  62468 [ACK] Seq=1 Ack=1381 Win=268544 Len=0","","0x010"
"108","2.554112","216.58.205.36","10.9.14.244","TCP","56","443  >  62467 [ACK] Seq=1 Ack=1725 Win=268288 Len=0","","0x010"
"109","2.554112","216.58.205.36","10.9.14.244","TCP","56","443  >  62468 [ACK] Seq=1 Ack=1789 Win=268288 Len=0","","0x010"
"110","2.570533","216.58.205.36","10.9.14.244","TLSv1.3","1434","Server Hello, Change Cipher Spec","","0x010"
"111","2.570533","216.58.205.36","10.9.14.244","TCP","1434","443  >  62467 [PSH, ACK] Seq=1381 Ack=1725 Win=268288 Len=1380 [TCP PDU reassembled in 113]","","0x018"
"112","2.570533","216.58.205.36","10.9.14.244","TCP","1434","443  >  62467 [ACK] Seq=2761 Ack=1725 Win=268288 Len=1380 [TCP PDU reassembled in 113]","","0x010"
"113","2.570533","216.58.205.36","10.9.14.244","TLSv1.3","1293","Application Data","","0x018"
"114","2.570533","216.58.205.36","10.9.14.244","TLSv1.3","1434","Server Hello, Change Cipher Spec","","0x010"
"115","2.570533","216.58.205.36","10.9.14.244","TCP","1434","443  >  62468 [PSH, ACK] Seq=1381 Ack=1789 Win=268288 Len=1380 [TCP PDU reassembled in 117]","","0x018"
"116","2.570533","216.58.205.36","10.9.14.244","TCP","1434","443  >  62468 [ACK] Seq=2761 Ack=1789 Win=268288 Len=1380 [TCP PDU reassembled in 117]","","0x010"
"117","2.570533","216.58.205.36","10.9.14.244","TLSv1.3","1293","Application Data","","0x018"
"118","2.570711","10.9.14.244","216.58.205.36","TCP","54","62467  >  443 [ACK] Seq=1725 Ack=5380 Win=65280 Len=0","","0x010"
"119","2.570740","10.9.14.244","216.58.205.36","TCP","54","62468  >  443 [ACK] Seq=1789 Ack=5380 Win=65280 Len=0","","0x010"
"120","2.573152","10.9.14.244","216.58.205.36","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"121","2.573889","10.9.14.244","216.58.205.36","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"122","2.610496","74.125.133.84","10.9.14.244","TCP","56","443  >  62469 [ACK] Seq=1 Ack=1381 Win=268544 Len=0","","0x010"
"123","2.610496","74.125.133.84","10.9.14.244","TCP","56","443  >  62469 [ACK] Seq=1 Ack=1826 Win=268288 Len=0","","0x010"
"124","2.610496","74.125.133.84","10.9.14.244","TLSv1.3","1434","Server Hello, Change Cipher Spec","","0x010"
"125","2.610496","74.125.133.84","10.9.14.244","TCP","1434","443  >  62469 [PSH, ACK] Seq=1381 Ack=1826 Win=268288 Len=1380 [TCP PDU reassembled in 128]","","0x018"
"126","2.610496","74.125.133.84","10.9.14.244","TCP","1434","443  >  62469 [ACK] Seq=2761 Ack=1826 Win=268288 Len=1380 [TCP PDU reassembled in 128]","","0x010"
"127","2.610655","10.9.14.244","74.125.133.84","TCP","54","62469  >  443 [ACK] Seq=1826 Ack=4141 Win=65280 Len=0","","0x010"
"128","2.612451","74.125.133.84","10.9.14.244","TLSv1.3","1305","Application Data","","0x018"
"129","2.612670","10.9.14.244","74.125.133.84","TCP","54","62469  >  443 [ACK] Seq=1826 Ack=5392 Win=64256 Len=0","","0x010"
"130","2.615239","10.9.14.244","74.125.133.84","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"131","2.632505","216.58.205.36","10.9.14.244","TCP","56","443  >  62467 [ACK] Seq=5380 Ack=1799 Win=268288 Len=0","","0x010"
"132","2.632505","216.58.205.36","10.9.14.244","TCP","56","443  >  62468 [ACK] Seq=5380 Ack=1863 Win=268288 Len=0","","0x010"
"133","2.655013","52.182.143.212","10.9.14.244","TLSv1.2","245","Application Data","","0x018"
"134","2.656333","10.9.14.244","52.182.143.212","TCP","66","62465  >  443 [FIN, ACK] Seq=7939 Ack=4864 Win=7424 Len=0 TSval=145626238 TSecr=722120180","","0x011"
"135","2.687914","74.125.133.84","10.9.14.244","TLSv1.3","1022","Application Data, Application Data","","0x018"
"136","2.741662","10.9.14.244","74.125.133.84","TCP","54","62469  >  443 [ACK] Seq=1900 Ack=6360 Win=65280 Len=0","","0x010"
"137","2.814943","10.9.14.244","216.58.205.46","TCP","66","62471  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"138","2.824596","10.9.14.244","52.182.143.212","TCP","74","62472  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM TSval=145626406 TSecr=0","","0x002"
"139","2.842585","52.182.143.212","10.9.14.244","TCP","66","[TCP Previous segment not captured] 443  >  62465 [FIN, ACK] Seq=4906 Ack=7940 Win=4194560 Len=0 TSval=722120368 TSecr=145626238","","0x011"
"140","2.842585","52.182.143.212","10.9.14.244","TCP","108","[TCP Out-Of-Order] 443  >  62465 [PSH, ACK] Seq=4864 Ack=7940 Win=4194560 Len=42 TSval=722120368 TSecr=145626238","","0x018"
"141","2.842647","10.9.14.244","52.182.143.212","TCP","66","[TCP Dup ACK 134#1] 62465  >  443 [ACK] Seq=7940 Ack=4864 Win=7424 Len=0 TSval=145626424 TSecr=722120180","","0x010"
"142","2.842699","10.9.14.244","52.182.143.212","TCP","54","62465  >  443 [RST, ACK] Seq=7940 Ack=4906 Win=0 Len=0","","0x014"
"143","2.852158","10.9.14.244","216.58.204.234","TCP","66","62473  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"144","2.878061","216.58.205.46","10.9.14.244","TCP","66","443  >  62471 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256","","0x012"
"145","2.878160","10.9.14.244","216.58.205.46","TCP","54","62471  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"146","2.878467","10.9.14.244","216.58.205.46","TCP","1434","62471  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1380 [TCP PDU reassembled in 147]","","0x010"
"147","2.878467","10.9.14.244","216.58.205.46","TLSv1.3","430","Client Hello (SNI=lh3.google.com)","lh3.google.com","0x018"
"148","2.906301","216.58.204.234","10.9.14.244","TCP","66","443  >  62473 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256","","0x012"
"149","2.906356","10.9.14.244","216.58.204.234","TCP","54","62473  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"150","2.906990","10.9.14.244","216.58.204.234","TCP","1434","62473  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1380 [TCP PDU reassembled in 151]","","0x010"
"151","2.906990","10.9.14.244","216.58.204.234","TLSv1.3","444","Client Hello (SNI=ogads-pa.clients6.google.com)","ogads-pa.clients6.google.com","0x018"
"152","2.931758","216.58.205.46","10.9.14.244","TCP","56","443  >  62471 [ACK] Seq=1 Ack=1381 Win=268800 Len=0","","0x010"
"153","2.931758","216.58.205.46","10.9.14.244","TCP","56","443  >  62471 [ACK] Seq=1 Ack=1757 Win=268800 Len=0","","0x010"
"154","2.948041","216.58.205.46","10.9.14.244","TLSv1.3","1434","Server Hello, Change Cipher Spec","","0x010"
"155","2.948041","216.58.205.46","10.9.14.244","TCP","1434","443  >  62471 [PSH, ACK] Seq=1381 Ack=1757 Win=268800 Len=1380 [TCP PDU reassembled in 159]","","0x018"
"156","2.948041","216.58.205.46","10.9.14.244","TCP","1434","443  >  62471 [ACK] Seq=2761 Ack=1757 Win=268800 Len=1380 [TCP PDU reassembled in 159]","","0x010"
"157","2.948041","216.58.205.46","10.9.14.244","TCP","1434","443  >  62471 [PSH, ACK] Seq=4141 Ack=1757 Win=268800 Len=1380 [TCP PDU reassembled in 159]","","0x018"
"158","2.948041","216.58.205.46","10.9.14.244","TCP","1434","443  >  62471 [ACK] Seq=5521 Ack=1757 Win=268800 Len=1380 [TCP PDU reassembled in 159]","","0x010"
"159","2.948041","216.58.205.46","10.9.14.244","TLSv1.3","1010","Application Data","","0x018"
"160","2.948131","10.9.14.244","216.58.205.46","TCP","54","62471  >  443 [ACK] Seq=1757 Ack=7857 Win=65280 Len=0","","0x010"
"161","2.948714","10.9.14.244","216.58.205.46","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"162","2.959872","216.58.204.234","10.9.14.244","TCP","56","443  >  62473 [ACK] Seq=1 Ack=1381 Win=268544 Len=0","","0x010"
"163","2.959872","216.58.204.234","10.9.14.244","TCP","56","443  >  62473 [ACK] Seq=1 Ack=1771 Win=268288 Len=0","","0x010"
"164","2.980026","216.58.204.234","10.9.14.244","TLSv1.3","1434","Server Hello, Change Cipher Spec","","0x010"
"165","2.980026","216.58.204.234","10.9.14.244","TCP","1434","443  >  62473 [PSH, ACK] Seq=1381 Ack=1771 Win=268288 Len=1380 [TCP PDU reassembled in 171]","","0x018"
"166","2.980026","216.58.204.234","10.9.14.244","TCP","1434","443  >  62473 [ACK] Seq=2761 Ack=1771 Win=268288 Len=1380 [TCP PDU reassembled in 171]","","0x010"
"167","2.980026","216.58.204.234","10.9.14.244","TCP","1434","443  >  62473 [PSH, ACK] Seq=4141 Ack=1771 Win=268288 Len=1380 [TCP PDU reassembled in 171]","","0x018"
"168","2.980026","216.58.204.234","10.9.14.244","TCP","1434","443  >  62473 [ACK] Seq=5521 Ack=1771 Win=268288 Len=1380 [TCP PDU reassembled in 171]","","0x010"
"169","2.980026","216.58.204.234","10.9.14.244","TCP","1434","443  >  62473 [PSH, ACK] Seq=6901 Ack=1771 Win=268288 Len=1380 [TCP PDU reassembled in 171]","","0x018"
"170","2.980026","216.58.204.234","10.9.14.244","TCP","1434","443  >  62473 [ACK] Seq=8281 Ack=1771 Win=268288 Len=1380 [TCP PDU reassembled in 171]","","0x010"
"171","2.980026","216.58.204.234","10.9.14.244","TLSv1.3","1289","Application Data","","0x018"
"172","2.980140","10.9.14.244","216.58.204.234","TCP","54","62473  >  443 [ACK] Seq=1771 Ack=10896 Win=65280 Len=0","","0x010"
"173","2.980648","10.9.14.244","216.58.204.234","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"174","2.983903","10.9.14.244","142.250.180.161","QUIC","1292","Initial, DCID=5c3002be47ef0dbb, PKN: 1, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING","",""
"175","2.984195","10.9.14.244","142.250.180.161","QUIC","1292","Initial, DCID=5c3002be47ef0dbb, PKN: 2, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING","lh3.googleusercontent.com",""
"176","3.001002","52.182.143.212","10.9.14.244","TCP","74","443  >  62472 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=256 SACK_PERM TSval=722725911 TSecr=145626406","","0x012"
"177","3.001002","216.58.205.46","10.9.14.244","TLSv1.3","1012","Application Data, Application Data","","0x018"
"178","3.001076","10.9.14.244","52.182.143.212","TCP","66","62472  >  443 [ACK] Seq=1 Ack=1 Win=2560 Len=0 TSval=145626582 TSecr=722725911","","0x010"
"179","3.002298","10.9.14.244","52.182.143.212","TLSv1.2","281","Client Hello (SNI=watson.events.data.microsoft.com)","watson.events.data.microsoft.com","0x018"
"180","3.033988","216.58.204.234","10.9.14.244","TLSv1.3","1040","Application Data, Application Data","","0x018"
"181","3.039912","10.9.14.244","142.250.180.161","QUIC","1292","Initial, DCID=fc3002be47ef0dbb","",""
