"No.","Time","Source","Destination","Protocol","Length","Info","TLS server name","Flags"
"67","2.721469","185.15.59.224","10.9.14.244","TCP","56","443  >  62386 [ACK] Seq=13928 Ack=4138 Win=42496 Len=0","","0x010"
"68","2.944961","185.15.59.224","10.9.14.244","TLSv1.3","939","Application Data","","0x018"
"69","2.949960","10.9.14.244","185.15.59.224","TLSv1.3","146","Application Data","","0x018"
"70","3.017616","185.15.59.224","10.9.14.244","TCP","56","443  >  62386 [ACK] Seq=14813 Ack=4230 Win=42496 Len=0","","0x010"
"71","3.172123","185.15.59.224","10.9.14.244","TLSv1.3","917","Application Data","","0x018"
"72","3.178225","10.9.14.244","185.15.59.224","TLSv1.3","122","Application Data","","0x018"
"73","3.246275","185.15.59.224","10.9.14.244","TCP","56","443  >  62386 [ACK] Seq=15676 Ack=4298 Win=42496 Len=0","","0x010"
"74","3.246275","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=15676 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x010"
"75","3.246275","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=17056 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x018"
"76","3.246367","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=18436 Win=65280 Len=0","","0x010"
"77","3.250722","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=18436 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x010"
"78","3.250722","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=19816 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x018"
"79","3.250779","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=21196 Win=65280 Len=0","","0x010"
"80","3.255274","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=21196 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x010"
"81","3.255274","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=22576 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x018"
"82","3.255327","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=23956 Win=65280 Len=0","","0x010"
"83","3.260128","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=23956 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x010"
"84","3.260128","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=25336 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x018"
"85","3.260172","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=26716 Win=65280 Len=0","","0x010"
"86","3.264878","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=26716 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x010"
"87","3.264878","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=28096 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 89]","","0x018"
"88","3.264926","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=29476 Win=65280 Len=0","","0x010"
"89","3.270798","185.15.59.224","10.9.14.244","TLSv1.3","1434","Application Data","","0x010"
"90","3.270798","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=30856 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 99]","","0x018"
"91","3.270923","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=32236 Win=65280 Len=0","","0x010"
"92","3.274207","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=32236 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 99]","","0x010"
"93","3.274207","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=33616 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 99]","","0x018"
"94","3.274272","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=34996 Win=65280 Len=0","","0x010"
"95","3.278557","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=34996 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 99]","","0x010"
"96","3.278557","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=36376 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 99]","","0x018"
"97","3.278613","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=37756 Win=65280 Len=0","","0x010"
"98","3.283367","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=37756 Ack=4298 Win=42496 Len=1380 [TCP PDU reassembled in 99]","","0x010"
"99","3.283367","185.15.59.224","10.9.14.244","TLSv1.3","802","Application Data","","0x018"
"100","3.283456","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4298 Ack=39884 Win=65280 Len=0","","0x010"
"101","3.286762","10.9.14.244","185.15.59.224","TLSv1.3","224","Application Data","","0x018"
"102","3.286939","10.9.14.244","185.15.59.224","TLSv1.3","172","Application Data","","0x018"
"103","3.354971","185.15.59.224","10.9.14.244","TCP","56","443  >  62386 [ACK] Seq=39884 Ack=4586 Win=42496 Len=0","","0x010"
"104","3.354971","185.15.59.224","10.9.14.244","TLSv1.3","835","Application Data","","0x018"
"105","3.354971","185.15.59.224","10.9.14.244","TLSv1.3","942","Application Data","","0x018"
"106","3.355032","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4586 Ack=41553 Win=65280 Len=0","","0x010"
"107","3.408862","10.9.14.244","185.15.59.224","TLSv1.3","158","Application Data","","0x018"
"108","3.477277","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=41553 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x010"
"109","3.477277","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=42933 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x018"
"110","3.477362","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=44313 Win=65280 Len=0","","0x010"
"111","3.478412","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=44313 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x010"
"112","3.478412","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=45693 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x018"
"113","3.478449","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=47073 Win=65280 Len=0","","0x010"
"114","3.482856","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=47073 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x010"
"115","3.482856","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=48453 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x018"
"116","3.482871","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=49833 Win=65280 Len=0","","0x010"
"117","3.486712","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=49833 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x010"
"118","3.486712","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=51213 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x018"
"119","3.486729","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=52593 Win=65280 Len=0","","0x010"
"120","3.490978","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=52593 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x010"
"121","3.490978","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=53973 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 123]","","0x018"
"122","3.491033","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=55353 Win=65280 Len=0","","0x010"
"123","3.495105","185.15.59.224","10.9.14.244","TLSv1.3","1434","Application Data","","0x010"
"124","3.495105","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=56733 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x018"
"125","3.495134","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=58113 Win=65280 Len=0","","0x010"
"126","3.499118","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=58113 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x010"
"127","3.499118","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=59493 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x018"
"128","3.499150","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=60873 Win=65280 Len=0","","0x010"
"129","3.503207","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=60873 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x010"
"130","3.503207","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=62253 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x018"
"131","3.503239","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=63633 Win=65280 Len=0","","0x010"
"132","3.507581","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=63633 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x010"
"133","3.507581","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=65013 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x018"
"134","3.507619","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=66393 Win=65280 Len=0","","0x010"
"135","3.511451","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=66393 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x010"
"136","3.511451","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=67773 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x018"
"137","3.511492","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=69153 Win=65280 Len=0","","0x010"
"138","3.515290","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=69153 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x010"
"139","3.515290","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=70533 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 141]","","0x018"
"140","3.515342","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=71913 Win=65280 Len=0","","0x010"
"141","3.521221","185.15.59.224","10.9.14.244","TLSv1.3","1434","Application Data","","0x010"
"142","3.521221","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=73293 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 151]","","0x018"
"143","3.521270","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=74673 Win=65280 Len=0","","0x010"
"144","3.523753","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=74673 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 151]","","0x010"
"145","3.523753","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=76053 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 151]","","0x018"
"146","3.523799","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=77433 Win=65280 Len=0","","0x010"
"147","3.527759","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=77433 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 151]","","0x010"
"148","3.527759","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [PSH, ACK] Seq=78813 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 151]","","0x018"
"149","3.527796","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=80193 Win=65280 Len=0","","0x010"
"150","3.531869","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=80193 Ack=4690 Win=42496 Len=1380 [TCP PDU reassembled in 151]","","0x010"
"151","3.531869","185.15.59.224","10.9.14.244","TLSv1.3","873","Application Data","","0x018"
"152","3.531905","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4690 Ack=82392 Win=65280 Len=0","","0x010"
"153","3.956202","10.9.14.244","185.15.59.224","TLSv1.3","270","Application Data","","0x018"
"154","4.070295","185.15.59.224","10.9.14.244","TCP","56","443  >  62386 [ACK] Seq=82392 Ack=4906 Win=42496 Len=0","","0x010"
"155","4.124089","185.15.59.224","10.9.14.244","TCP","1434","443  >  62386 [ACK] Seq=82392 Ack=4906 Win=42496 Len=1380 [TCP PDU reassembled in 156]","","0x010"
"156","4.124089","185.15.59.224","10.9.14.244","TLSv1.3","664","Application Data","","0x018"
"157","4.124190","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [ACK] Seq=4906 Ack=84382 Win=65280 Len=0","","0x010"
"158","6.384436","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [FIN, ACK] Seq=4906 Ack=84382 Win=65280 Len=0","","0x011"
"159","6.394356","10.9.14.244","185.15.59.224","TCP","54","62388  >  443 [FIN, ACK] Seq=1887 Ack=4382 Win=65024 Len=0","","0x011"
"160","6.451144","185.15.59.224","10.9.14.244","TLSv1.3","78","Application Data","","0x018"
"161","6.451144","185.15.59.224","10.9.14.244","TCP","56","443  >  62386 [FIN, ACK] Seq=84406 Ack=4907 Win=42496 Len=0","","0x011"
"162","6.451250","10.9.14.244","185.15.59.224","TCP","54","62386  >  443 [RST, ACK] Seq=4907 Ack=84406 Win=0 Len=0","","0x014"
"163","6.461333","185.15.59.224","10.9.14.244","TLSv1.3","78","Application Data","","0x018"
"164","6.461333","185.15.59.224","10.9.14.244","TCP","56","443  >  62388 [FIN, ACK] Seq=4406 Ack=1888 Win=42496 Len=0","","0x011"
"165","6.461347","10.9.14.244","185.15.59.224","TCP","54","62388  >  443 [RST, ACK] Seq=1888 Ack=4406 Win=0 Len=0","","0x014"
