"No.","Time","Source","Destination","Protocol","Length","Info","TLS server name","Flags"
"27","0.239552","10.100.102.162","142.250.75.100","QUIC","1292","Initial, DCID=ed57aebe8bd4c3f4","",""
"28","0.262351","142.250.75.35","10.100.102.162","TCP","56","443  >  58343 [ACK] Seq=6779 Ack=2381 Win=267776 Len=0","","0x010"
"29","0.265640","10.100.102.162","142.250.75.100","TCP","66","58344  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"30","0.265766","10.100.102.162","142.250.75.100","TCP","66","58345  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"31","0.265854","10.100.102.162","142.250.75.100","TCP","66","58346  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"32","0.265928","10.100.102.162","142.250.75.100","TCP","66","58347  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"33","0.270653","142.250.75.35","10.100.102.162","TLSv1.3","487","Application Data","","0x018"
"34","0.271515","142.250.75.35","10.100.102.162","TLSv1.3","85","Application Data","","0x018"
"35","0.271515","142.250.75.35","10.100.102.162","TLSv1.3","93","Application Data","","0x018"
"36","0.271561","10.100.102.162","142.250.75.35","TCP","54","58343  >  443 [ACK] Seq=2381 Ack=7282 Win=65280 Len=0","","0x010"
"37","0.272002","10.100.102.162","142.250.75.35","TLSv1.3","93","Application Data","","0x018"
"38","0.278259","10.100.102.162","142.250.75.35","TCP","54","58343  >  443 [FIN, ACK] Seq=2420 Ack=7282 Win=65280 Len=0","","0x011"
"39","0.279872","10.100.102.162","142.250.75.100","TCP","66","58348  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"40","0.280072","10.100.102.162","142.250.75.100","TCP","66","58349  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"41","0.280248","10.100.102.162","142.250.75.100","TCP","66","58350  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"42","0.280483","10.100.102.162","142.250.75.100","TCP","66","58351  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"43","0.288551","10.100.102.162","142.251.173.84","TCP","66","58352  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"44","0.288960","10.100.102.162","142.250.75.100","QUIC","79","Handshake, DCID=ed57aebe8bd4c3f4","",""
"45","0.290917","10.100.102.162","142.250.75.100","QUIC","81","Handshake, DCID=ed57aebe8bd4c3f4","",""
"46","0.291386","10.100.102.162","142.250.75.100","QUIC","81","Handshake, DCID=ed57aebe8bd4c3f4","",""
"47","0.293568","10.100.102.162","142.250.75.100","QUIC","125","Handshake, DCID=ed57aebe8bd4c3f4","",""
"48","0.293920","10.100.102.162","142.250.75.100","QUIC","115","Protected Payload (KP0)","",""
"49","0.294377","10.100.102.162","142.250.75.100","QUIC","1288","Protected Payload (KP0)","",""
"50","0.294405","10.100.102.162","142.250.75.100","QUIC","482","Protected Payload (KP0)","",""
"51","0.294483","10.100.102.162","142.250.75.100","QUIC","300","Protected Payload (KP0)","",""
"52","0.294559","10.100.102.162","142.250.75.100","QUIC","154","Protected Payload (KP0)","",""
"53","0.294605","10.100.102.162","142.250.75.100","QUIC","152","Protected Payload (KP0)","",""
"54","0.315815","142.250.75.100","10.100.102.162","TCP","66","443  >  58347 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"55","0.317195","142.250.75.100","10.100.102.162","TCP","66","443  >  58344 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"56","0.317195","142.250.75.100","10.100.102.162","TCP","66","443  >  58345 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"57","0.317195","142.250.75.100","10.100.102.162","TCP","66","443  >  58346 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"58","0.326062","142.250.75.35","10.100.102.162","TCP","56","443  >  58343 [ACK] Seq=7282 Ack=2420 Win=267776 Len=0","","0x010"
"59","0.328094","142.250.75.35","10.100.102.162","TCP","60","443  >  58343 [FIN, ACK] Seq=7282 Ack=2421 Win=267776 Len=0","","0x011"
"60","0.328134","10.100.102.162","142.250.75.35","TCP","54","58343  >  443 [ACK] Seq=2421 Ack=7283 Win=65280 Len=0","","0x010"
"61","0.329705","142.250.75.100","10.100.102.162","TCP","66","443  >  58348 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"62","0.329705","142.250.75.100","10.100.102.162","TCP","66","443  >  58351 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"63","0.329705","142.250.75.100","10.100.102.162","TCP","66","443  >  58349 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"64","0.329894","10.100.102.162","142.250.75.100","TCP","54","58348  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"65","0.329937","10.100.102.162","142.250.75.100","TCP","54","58351  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"66","0.329960","10.100.102.162","142.250.75.100","TCP","54","58349  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"67","0.330115","142.250.75.100","10.100.102.162","TCP","66","443  >  58350 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"68","0.330203","10.100.102.162","142.250.75.100","TCP","54","58350  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"69","0.330455","10.100.102.162","142.250.75.100","TCP","1466","58351  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 70]","","0x010"
"70","0.330455","10.100.102.162","142.250.75.100","TLSv1.3","462","Client Hello (SNI=www.google.com)","www.google.com","0x018"
"71","0.331093","10.100.102.162","142.250.75.100","TCP","1466","58348  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 72]","","0x010"
"72","0.331093","10.100.102.162","142.250.75.100","TLSv1.3","366","Client Hello (SNI=www.google.com)","www.google.com","0x018"
"73","0.331665","10.100.102.162","142.250.75.100","TCP","1466","58349  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 74]","","0x010"
"74","0.331665","10.100.102.162","142.250.75.100","TLSv1.3","462","Client Hello (SNI=www.google.com)","www.google.com","0x018"
"75","0.331913","10.100.102.162","142.250.75.100","TCP","1466","58350  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 76]","","0x010"
"76","0.331913","10.100.102.162","142.250.75.100","TLSv1.3","462","Client Hello (SNI=www.google.com)","www.google.com","0x018"
"77","0.340012","10.100.102.162","142.250.75.100","QUIC","205","Protected Payload (KP0)","",""
"78","0.340098","10.100.102.162","142.250.75.100","QUIC","1292","Protected Payload (KP0)","",""
"79","0.342999","10.100.102.162","142.250.75.100","QUIC","75","Protected Payload (KP0)","",""
"80","0.343137","10.100.102.162","142.250.75.100","QUIC","75","Protected Payload (KP0)","",""
"81","0.346495","10.100.102.162","142.250.75.100","QUIC","75","Protected Payload (KP0)","",""
"82","0.350772","142.251.173.84","10.100.102.162","TCP","66","443  >  58352 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"83","0.350882","10.100.102.162","142.251.173.84","TCP","54","58352  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"84","0.351290","10.100.102.162","142.251.173.84","TCP","1466","58352  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 85]","","0x010"
"85","0.351290","10.100.102.162","142.251.173.84","TLSv1.3","435","Client Hello (SNI=accounts.google.com)","accounts.google.com","0x018"
"86","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58348 [ACK] Seq=1 Ack=1413 Win=268288 Len=0","","0x010"
"87","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58348 [ACK] Seq=1 Ack=1725 Win=268032 Len=0","","0x010"
"88","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58351 [ACK] Seq=1 Ack=1413 Win=268288 Len=0","","0x010"
"89","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58351 [ACK] Seq=1 Ack=1821 Win=268032 Len=0","","0x010"
"90","0.409482","142.250.75.100","10.100.102.162","TCP","66","[TCP Dup ACK 63#1] 443  >  58349 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1413 SRE=1821","","0x010"
"91","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58349 [ACK] Seq=1 Ack=1821 Win=268032 Len=0","","0x010"
"92","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58350 [ACK] Seq=1 Ack=1413 Win=268288 Len=0","","0x010"
"93","0.409482","142.250.75.100","10.100.102.162","TCP","60","443  >  58350 [ACK] Seq=1 Ack=1821 Win=268032 Len=0","","0x010"
"94","0.412899","142.251.173.84","10.100.102.162","TCP","60","443  >  58352 [ACK] Seq=1 Ack=1413 Win=268288 Len=0","","0x010"
"95","0.412899","142.251.173.84","10.100.102.162","TCP","60","443  >  58352 [ACK] Seq=1 Ack=1794 Win=268032 Len=0","","0x010"
"96","0.413222","10.100.102.162","142.250.75.100","QUIC","82","Protected Payload (KP0)","",""
"97","0.413551","142.251.173.84","10.100.102.162","TLSv1.3","1466","Server Hello, Change Cipher Spec","","0x010"
"98","0.413551","142.251.173.84","10.100.102.162","TCP","1466","443  >  58352 [PSH, ACK] Seq=1413 Ack=1794 Win=268032 Len=1412 [TCP PDU reassembled in 101]","","0x018"
"99","0.413611","10.100.102.162","142.251.173.84","TCP","54","58352  >  443 [ACK] Seq=1794 Ack=2825 Win=65280 Len=0","","0x010"
"100","0.414378","142.251.173.84","10.100.102.162","TCP","1466","443  >  58352 [ACK] Seq=2825 Ack=1794 Win=268032 Len=1412 [TCP PDU reassembled in 101]","","0x010"
"101","0.414378","142.251.173.84","10.100.102.162","TLSv1.3","1206","Application Data","","0x018"
"102","0.414448","10.100.102.162","142.251.173.84","TCP","54","58352  >  443 [ACK] Seq=1794 Ack=5389 Win=65280 Len=0","","0x010"
"103","0.416441","10.100.102.162","142.251.173.84","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"104","0.431410","142.250.75.100","10.100.102.162","TLSv1.3","1466","Server Hello, Change Cipher Spec","","0x010"
"105","0.431410","142.250.75.100","10.100.102.162","TCP","1466","443  >  58348 [PSH, ACK] Seq=1413 Ack=1725 Win=268032 Len=1412 [TCP PDU reassembled in 108]","","0x018"
"106","0.431485","10.100.102.162","142.250.75.100","TCP","54","58348  >  443 [ACK] Seq=1725 Ack=2825 Win=65280 Len=0","","0x010"
"107","0.431728","142.250.75.100","10.100.102.162","TCP","1466","443  >  58348 [ACK] Seq=2825 Ack=1725 Win=268032 Len=1412 [TCP PDU reassembled in 108]","","0x010"
"108","0.431968","142.250.75.100","10.100.102.162","TLSv1.3","1198","Application Data","","0x018"
"109","0.432003","10.100.102.162","142.250.75.100","TCP","54","58348  >  443 [ACK] Seq=1725 Ack=5381 Win=65280 Len=0","","0x010"
"110","0.433068","142.250.75.100","10.100.102.162","TLSv1.3","1466","Server Hello, Change Cipher Spec","","0x010"
"111","0.433731","142.250.75.100","10.100.102.162","TCP","1466","443  >  58351 [PSH, ACK] Seq=1413 Ack=1821 Win=268032 Len=1412 [TCP PDU reassembled in 113]","","0x018"
"112","0.433731","142.250.75.100","10.100.102.162","TCP","1466","443  >  58351 [ACK] Seq=2825 Ack=1821 Win=268032 Len=1412 [TCP PDU reassembled in 113]","","0x010"
"113","0.433731","142.250.75.100","10.100.102.162","TLSv1.3","1197","Application Data","","0x018"
"114","0.433843","10.100.102.162","142.250.75.100","TCP","54","58351  >  443 [ACK] Seq=1821 Ack=5380 Win=65280 Len=0","","0x010"
"115","0.433851","10.100.102.162","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"116","0.434150","10.100.102.162","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"117","0.434438","142.250.75.100","10.100.102.162","TLSv1.3","1466","Server Hello, Change Cipher Spec","","0x010"
"118","0.436058","142.250.75.100","10.100.102.162","TCP","1466","443  >  58349 [PSH, ACK] Seq=1413 Ack=1821 Win=268032 Len=1412 [TCP PDU reassembled in 120]","","0x018"
"119","0.436058","142.250.75.100","10.100.102.162","TCP","1466","443  >  58349 [ACK] Seq=2825 Ack=1821 Win=268032 Len=1412 [TCP PDU reassembled in 120]","","0x010"
"120","0.436058","142.250.75.100","10.100.102.162","TLSv1.3","1197","Application Data","","0x018"
"121","0.436058","142.250.75.100","10.100.102.162","TLSv1.3","1466","Server Hello, Change Cipher Spec","","0x010"
"122","0.436110","10.100.102.162","142.250.75.100","TCP","54","58349  >  443 [ACK] Seq=1821 Ack=5380 Win=65280 Len=0","","0x010"
"123","0.436457","142.250.75.100","10.100.102.162","TCP","1466","443  >  58350 [PSH, ACK] Seq=1413 Ack=1821 Win=268032 Len=1412 [TCP PDU reassembled in 125]","","0x018"
"124","0.436457","142.250.75.100","10.100.102.162","TCP","1466","443  >  58350 [ACK] Seq=2825 Ack=1821 Win=268032 Len=1412 [TCP PDU reassembled in 125]","","0x010"
"125","0.436457","142.250.75.100","10.100.102.162","TLSv1.3","1197","Application Data","","0x018"
"126","0.436507","10.100.102.162","142.250.75.100","TCP","54","58350  >  443 [ACK] Seq=1821 Ack=5380 Win=65280 Len=0","","0x010"
"127","0.437391","10.100.102.162","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"128","0.437778","10.100.102.162","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data","","0x018"
"129","0.453553","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"130","0.453645","10.100.102.162","142.250.75.100","QUIC","77","Protected Payload (KP0)","",""
"131","0.469750","10.100.102.162","142.250.75.100","QUIC","77","Protected Payload (KP0)","",""
"132","0.469846","10.100.102.162","142.250.75.100","QUIC","77","Protected Payload (KP0)","",""
"133","0.470241","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"134","0.470291","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"135","0.472503","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"136","0.479162","142.251.173.84","10.100.102.162","TLSv1.3","1022","Application Data, Application Data","","0x018"
"137","0.482809","142.250.75.100","10.100.102.162","TCP","56","443  >  58348 [ACK] Seq=5381 Ack=1799 Win=268032 Len=0","","0x010"
"138","0.482809","142.250.75.100","10.100.102.162","TCP","56","443  >  58351 [ACK] Seq=5380 Ack=1895 Win=268032 Len=0","","0x010"
"139","0.485526","142.250.75.100","10.100.102.162","TCP","56","443  >  58349 [ACK] Seq=5380 Ack=1895 Win=268032 Len=0","","0x010"
"140","0.485526","142.250.75.100","10.100.102.162","TCP","56","443  >  58350 [ACK] Seq=5380 Ack=1895 Win=268032 Len=0","","0x010"
"141","0.491374","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"142","0.493543","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"143","0.497389","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"144","0.499507","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"145","0.501787","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"146","0.513649","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"147","0.513799","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"148","0.513890","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"149","0.514014","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"150","0.514951","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"151","0.517574","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"152","0.519770","10.100.102.162","142.251.173.84","TCP","54","58352  >  443 [ACK] Seq=1868 Ack=6357 Win=64512 Len=0","","0x010"
"153","0.520327","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"154","0.523280","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"155","0.526787","10.100.102.162","142.250.75.100","QUIC","73","Protected Payload (KP0)","",""
"156","0.561323","10.100.102.162","142.250.75.100","QUIC","74","Protected Payload (KP0)","",""
"157","0.607249","10.100.102.162","142.250.75.100","QUIC","76","Protected Payload (KP0)","",""
"158","0.623134","142.250.75.100","10.100.102.162","TCP","66","[TCP Retransmission] 443  >  58347 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"159","0.623134","142.250.75.100","10.100.102.162","TCP","66","[TCP Retransmission] 443  >  58344 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"160","0.623134","142.250.75.100","10.100.102.162","TCP","66","[TCP Retransmission] 443  >  58346 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"161","0.623134","142.250.75.100","10.100.102.162","TCP","66","[TCP Retransmission] 443  >  58345 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"162","0.670989","10.100.102.162","142.250.75.206","QUIC","1292","Initial, DCID=8c9d4b8abd942b90, PKN: 1, CRYPTO, PING, PADDING, PING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING","",""
"163","0.671073","10.100.102.162","142.250.75.206","QUIC","1292","Initial, DCID=8c9d4b8abd942b90, PKN: 2, PING, PING, PADDING, PING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO","lh3.google.com",""
"164","0.725008","10.100.102.162","142.250.75.206","QUIC","1292","Initial, DCID=ec9d4b8abd942b90","",""
"165","0.740312","10.100.102.162","142.250.75.170","QUIC","1292","Initial, DCID=2fecd568a6ead777, PKN: 1, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING","",""
"166","0.740442","10.100.102.162","142.250.75.170","QUIC","1292","Initial, DCID=2fecd568a6ead777, PKN: 2, CRYPTO, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO","ogads-pa.clients6.google.com",""
"167","0.772029","10.100.102.162","142.250.75.206","TCP","66","58353  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"168","0.774755","10.100.102.162","142.250.75.206","QUIC","81","Handshake, DCID=ec9d4b8abd942b90","",""
"169","0.775365","10.100.102.162","142.250.75.206","QUIC","81","Handshake, DCID=ec9d4b8abd942b90","",""
"170","0.778576","10.100.102.162","142.250.75.206","QUIC","125","Handshake, DCID=ec9d4b8abd942b90","",""
"171","0.778841","10.100.102.162","142.250.75.206","QUIC","115","Protected Payload (KP0)","",""
"172","0.779578","10.100.102.162","142.250.75.206","QUIC","1288","Protected Payload (KP0)","",""
"173","0.779679","10.100.102.162","142.250.75.206","QUIC","757","Protected Payload (KP0)","",""
"174","0.792435","10.100.102.162","142.250.75.170","QUIC","1292","Initial, DCID=efecd568a6ead777","",""
"175","0.824455","142.250.75.206","10.100.102.162","TCP","66","443  >  58353 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"176","0.824574","10.100.102.162","142.250.75.206","TCP","54","58353  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"177","0.825186","10.100.102.162","142.250.75.206","TCP","1466","58353  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 178]","","0x010"
"178","0.825186","10.100.102.162","142.250.75.206","TLSv1.3","430","Client Hello (SNI=lh3.google.com)","lh3.google.com","0x018"
"179","0.828970","10.100.102.162","142.250.75.206","QUIC","74","Protected Payload (KP0)","",""
"180","0.829443","10.100.102.162","142.250.75.170","TCP","66","58354  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"181","0.843512","10.100.102.162","142.250.75.170","QUIC","81","Handshake, DCID=efecd568a6ead777","",""
"182","0.843737","10.100.102.162","142.250.75.170","QUIC","81","Handshake, DCID=efecd568a6ead777","",""
"183","0.843785","10.100.102.162","142.250.75.170","QUIC","79","Handshake, DCID=efecd568a6ead777","",""
"184","0.845093","10.100.102.162","142.250.75.170","QUIC","125","Handshake, DCID=efecd568a6ead777","",""
"185","0.845203","10.100.102.162","142.250.75.170","QUIC","112","Protected Payload (KP0)","",""
"186","0.845461","10.100.102.162","142.250.75.170","QUIC","478","Protected Payload (KP0)","",""
"187","0.853116","10.100.102.162","142.250.75.46","TCP","66","58355  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","","0x002"
"188","0.875248","142.250.75.206","10.100.102.162","TCP","66","[TCP Dup ACK 175#1] 443  >  58353 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1413 SRE=1789","","0x010"
"189","0.875248","142.250.75.206","10.100.102.162","TCP","60","443  >  58353 [ACK] Seq=1 Ack=1789 Win=268288 Len=0","","0x010"
"190","0.879299","142.250.75.170","10.100.102.162","TCP","66","443  >  58354 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
"191","0.879365","10.100.102.162","142.250.75.170","TCP","54","58354  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","","0x010"
"192","0.879515","10.100.102.162","142.250.75.206","QUIC","74","Protected Payload (KP0)","",""
"193","0.879857","10.100.102.162","142.250.75.170","TCP","1466","58354  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 194]","","0x010"
"194","0.879857","10.100.102.162","142.250.75.170","TLSv1.3","412","Client Hello (SNI=ogads-pa.clients6.google.com)","ogads-pa.clients6.google.com","0x018"
"195","0.894456","10.100.102.162","142.250.75.170","QUIC","75","Protected Payload (KP0)","",""
"196","0.894500","10.100.102.162","142.250.75.170","QUIC","75","Protected Payload (KP0)","",""
"197","0.894541","10.100.102.162","142.250.75.170","QUIC","75","Protected Payload (KP0)","",""
"198","0.901818","10.100.102.162","142.250.75.206","QUIC","77","Protected Payload (KP0)","",""
"199","0.902565","10.100.102.162","142.250.75.206","QUIC","83","Protected Payload (KP0)","",""
"200","0.902967","142.250.75.46","10.100.102.162","TCP","66","443  >  58355 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256","","0x012"
